docId,clinicId,netCode,facilityName,facilityType,line1,line2,city,state,zip,proximity,phone,fax,email,website,amenities,classes,gender,acceptingNewMembers,enrolled,ashAcceptsFeeStatusSID,isActiveOptionsInstructor,doesNotParticipateInAllHealthPlans,activeOptionsInstructorClasses,displayExerciseClasses,minimumAge,hasGuestPass
1189991,338741,0,Helena Health Club,Fitness Club,4766 Highway 52 W,,Helena,AL,35080,3.40,2056217007,2056219977 ,info@helenahealthclub.com,www.helenahealthclub.com,"Cardiovascular Equipment,Childcare,Cycling Classes,Kickboxing,Locker Facilities,Personal Training,Pilates,Strength Training Equipment,Yoga,Zumba",,Coed,True,False,NoFeeRequired,False,False,,False,18 (or 12 with guardian),True
1174046,323307,0,Fitness 1440 - Hueytown,Fitness Club,2801 Allison Bonnett Memorial Dr,,Hueytown,AL,35023,0.89,2057443333,2057440599 ,jstanleyfitness1440@aol.com,www.fitness1440.com/hueytown,"Cardiovascular Equipment,Childcare,Cycling Classes,Locker Facilities,Massage Therapy,Personal Training,Strength Training Equipment,Tanning,Yoga",,Coed,True,False,NoFeeRequired,False,False,,False,19 (or 13 with guardian),True
1170277,319537,0,Bibb Medical Wellness Center,Fitness Club,208 Pierson Ave,,Centreville,AL,35042,3.13,2059263292,2059263296 ,jcarlee@bibbmedicalcenter.com,www.bibbmedicalcenter.com,"Cafe,Cardiovascular Equipment,Running/Walking Track,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1099707,306427,0,Snap Fitness - Moody - Club 466,Fitness Club,2846 Moody Pkwy,Ste 100,Moody,AL,35004,0.26,2056405588,,moody@snapfitness.com,www.snapfitness.com,"Cardiovascular Equipment,Personal Training,Strength Training Equipment,Tanning",,Coed,True,False,NoFeeRequired,False,False,,False,16 (or 14 with guardian),True
1203089,358208,0,Workout Anytime - Leeds,Fitness Club,7480 Parkway Dr,Ste 128,Leeds,AL,35094,4.64,2057022789,,leeds@workoutanytime.com,www.workoutanytime.com/locations/leeds,"Cardiovascular Equipment,Locker Facilities,Personal Training,Strength Training Equipment,Tanning",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1130068,267870,0,Snap Fitness - Club 1274,Fitness Club,208 West College St,,Columbiana,AL,35051,1.16,2056109291,,columbiana@snapfitness.com,www.snapfitness.com,"Cardiovascular Equipment,Personal Training,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,16 (or 14 with guardian),True
1253899,345587,0,24E Health Club - Gardendale,Fitness Club,1303 Decatur Hwy,,Gardendale,AL,35071,1.07,2056319331,,customerservice@24ehealthclubs.com,http://24ehealthclubs.com/locations/gardendale/,"Cardiovascular Equipment,Cycling Classes,Locker Facilities,Personal Training,Strength Training Equipment,Tanning,Yoga",,Coed,True,False,NoFeeRequired,False,False,,False,19 (or 12 with guardian),True
1192256,340991,0,Tri-Star Fitness,Fitness Club,438 Decatur Hwy,,Gardendale,AL,35071,2.43,2056318688,,c-colvin@hotmail.com,www.tristarfitness.org,"Cardiovascular Equipment,Childcare,Locker Facilities,Massage Therapy,Personal Training,Sauna,Strength Training Equipment,Tanning,Yoga",,Coed,True,False,NoFeeRequired,False,False,,False,16 (or 11 with guardian),True
1105181,237305,0,Anytime Fitness - Chelsea - Club 1613,Fitness Club,16054 Highway 280,,Chelsea,AL,35043,2.71,2056788820,,chelseaAL@anytimefitness.com,www.anytimefitness.com/gyms/464/Chelsea-AL-35043,"Cardiovascular Equipment,Locker Facilities,Personal Training,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1120429,391022,0,Anytime Fitness - Alexander City AL - Club 2987,Fitness Club,26 Broad St,,Alexander City,AL,35010,2.29,2563291004,,shawna.woodruss@anytimefitness.com,https://www.anytimefitness.com/gyms/2446/alexander-city-al-35010/,"Cardiovascular Equipment,Locker Facilities,Personal Training,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1146302,388052,0,Express Fitness 24/7,Fitness Club,210 7th St S,,Clanton,AL,35045,1.17,2053127989,,kirk@expressfitness24.com,www.expressfitness24.com,"Cardiovascular Equipment,Personal Training,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1197095,346205,0,YMCA of Chilton County,Fitness Club,405 Ollie Ave,,Clanton,AL,35045,1.61,2057552382,2057552814 ,bridget@ymcaofchiltoncounty.com,www.ymcaofchiltoncounty.com,"Basketball,Cardiovascular Equipment,Childcare,Cycling Classes,Kickboxing,Locker Facilities,Personal Training,Pilates,Pool,Strength Training Equipment,Yoga",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1164463,314601,0,Cornerstone Fitness & Wellness,Fitness Club,110 Baker Ave,,Clanton,AL,35045,2.26,2052806450,2052806451 ,amandagiles@cornerstonefitnesswellness.com,www.cornerstonefitnesswellness.com,"Aquatics,Basketball,Cardiovascular Equipment,Childcare,Kickboxing,Locker Facilities,Personal Training,Pilates,Pool,Spa Services,Strength Training Equipment,Whirlpool,Yoga,Zumba",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1180067,415033,0,Planet Fitness - Cullman,Fitness Club,1727 2nd Ave SW,,Cullman,AL,35055,1.19,2567378750,,cullman.al@planetfitness.com,www.planetfitness.com/gyms/cullman-al,"Cardiovascular Equipment,HydroMassage,Locker Facilities,Personal Training,Strength Training Equipment,Tanning",,Coed,True,False,NoFeeRequired,False,False,,False,16 (or 12 with guardian),True
1272763,407525,0,The Cullman Regional Fitness Center,Fitness Club,1912 Alabama Hwy 157,,Cullman,AL,35058,2.52,2567372271,2567372560 ,Bridgett.McKoy@cullmanregional.com,,"Cardiovascular Equipment,Locker Facilities,Running/Walking Track,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,16 (or 15 with guardian),True
1160608,310858,0,Cullman SportsFit & Wellness Center,"Fitness Club
At least 2 Silver&Fit Exercise Class/Week",17721 US Highway 31,,Cullman,AL,35058,4.53,2567390039,,sportsfit@att.net,www.cullmansportsfit.com,"Aquatics,Cardiovascular Equipment,Locker Facilities,Personal Training,Pool,Racquetball,Running/Walking Track,Sauna,Steam Room,Strength Training Equipment,Whirlpool,Yoga",,Coed,True,False,NoFeeRequired,False,False,,False,16 (or 14 with guardian),True
1175086,324347,0,Global Fitness & Tanning,"Fitness Club
At least 1 Silver&Fit Exercise Class/Week",400 Main St N,,Warrior,AL,35180,2.90,2056472639,2056472718 ,tina@globalfitnessandtanning.com,www.globalfitnessandtanning.com,"Cardiovascular Equipment,Childcare,Locker Facilities,Personal Training,Pilates,Sauna,Steam Room,Strength Training Equipment,Tanning,Yoga,Zumba",,Coed,True,False,NoFeeRequired,False,False,,False,16 (or 16 with guardian),True
1128832,266314,0,Anytime Fitness - Birmingham - Club 5001,Fitness Club,1984 Veterans Memorial Dr,,Birmingham,AL,35214,3.33,2058746644,2055473536 ,birminghamal3@anytimefitness.com,https://www.anytimefitness.com/gyms/2680/birmingham-al-35214/,"Cardiovascular Equipment,Locker Facilities,Personal Training,Strength Training Equipment,Tanning",,Coed,True,False,NoFeeRequired,False,False,,False,17 (or 15 with guardian),True
1254681,389035,0,Bella Luna Fitness and Tanning,Fitness Club,100 Hagan Ave,,Childersburg,AL,35044,1.23,2563786837,,skm0205@yahoo.com,http://www.bellalunaeventcenter.com/,"Locker Facilities,Personal Training,Sauna,Strength Training Equipment,Tanning",,Coed,True,False,NoFeeRequired,False,False,,False,18 (or 16 with guardian),True
1079835,202792,0,Snap Fitness - Club 126,Fitness Club,2401 Stemley Bridge Rd,,Pell City,AL,35128,1.30,2053387666,,pellcity@snapfitness.com,http://www.snapfitness.com/pellcity,"Cardiovascular Equipment,Cycling Classes,Personal Training,Strength Training Equipment,Tanning,Yoga",,Coed,True,False,NoFeeRequired,False,False,,False,16 (or 14 with guardian),True
1290114,424477,0,Edge Fitness,Fitness Club,923 Martin St S,,Pell City,AL,35128,1.91,2053389007,,edgefitnesspc@gmail.com,,"Cardiovascular Equipment,Childcare,HydroMassage,Locker Facilities,Strength Training Equipment,Tanning,Zumba",,Coed,True,False,NoFeeRequired,False,False,,False,18 (or 13 with guardian),True
1182078,331339,0,Total Body Fitness,Fitness Club,10640 US Highway 78,,Riverside,AL,35135,4.15,2053387400,,tbfitness@gmail.com,www.totalbodyfitnessandaerobics.com,"Cardiovascular Equipment,Cycling Classes,Locker Facilities,Personal Training,Pilates,Strength Training Equipment,Yoga,Zumba",,Coed,True,False,NoFeeRequired,False,False,,False,16 (or 8 with guardian),True
1131466,269866,0,Anytime Fitness - Pelham - Club 3601,Fitness Club,2691 Pelham Pkwy,,Pelham,AL,35124,0.99,2056640700,,pelhamal@anytimefitness.com,https://www.anytimefitness.com/gyms/2783/pelham-al-35124/,"Cardiovascular Equipment,Kickboxing,Locker Facilities,Personal Training,Strength Training Equipment,Yoga,Zumba",,Coed,True,False,NoFeeRequired,False,False,,False,16 (or 13 with guardian),True
1100810,228875,0,Gold's Gym,Fitness Club,2244 Pelham Pkwy,,Pelham,AL,35124,2.19,2053581330,2053581394 ,,https://www.goldsgym.com/birminghampelhamal/,"Cardiovascular Equipment,Locker Facilities,Personal Training,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,16 (or 10 with guardian),True
1128877,266359,0,Anytime Fitness - Jemison - Club 1068,Fitness Club,24571 US Hwy 31,,Jemison,AL,35085,0.31,2056885060,,JemisonAL@anytimefitness.com,https://www.anytimefitness.com/gyms/959/jemison-al-35085/,"Cardiovascular Equipment,Locker Facilities,Personal Training,Strength Training Equipment,Tanning",,Coed,True,False,NoFeeRequired,False,False,,False,18 (or 14 with guardian),True
1130054,267758,0,Snap Fitness - Sylacauga - Club 1234,Fitness Club,207 James B Payton Blvd,,Sylacauga,AL,35150,3.56,2568612188,,sylacauga@snapfitness.com,www.snapfitness.com,"Cardiovascular Equipment,Personal Training,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,16 (or 14 with guardian),True
1164468,314604,0,Star Physical Therapy,Fitness Club,1035 W Fort Williams St,,Sylacauga,AL,35150,3.78,2562494701,8888979658 ,starpt@att.net,,"Cardiovascular Equipment,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1271372,406108,0,Workout Anytime - Sylacauga,Fitness Club,577 W Fort Williams St,,Sylacauga,AL,35150,4.33,2564876287,,sylacauga@workoutanytime.com,https://workoutanytime.com/sylacauga/,"Cardiovascular Equipment,HydroMassage,Locker Facilities,Personal Training,Strength Training Equipment,Tanning",,Coed,True,False,NoFeeRequired,False,False,,False,16 (or 12 with guardian),True
1121350,256212,0,Snap Fitness - Club 1126,Fitness Club,2835 Highland Ave S,,Birmingham,AL,35205,1.49,2052024010,,birminghamal@snapfitness.com,www.snapfitness.com,"Cardiovascular Equipment,Personal Training,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,16 (or 14 with guardian),True
1128936,266418,0,Anytime Fitness - Vestavia Hills - Club 1520,Fitness Club,1360 Montgomery Hwy,,Birmingham,AL,35216,4.85,2058225955,,VestaviaHillsAL@anytimefitness.com,https://www.anytimefitness.com/gyms/2579/vestavia-hills-al-35216/,"Cardiovascular Equipment,Locker Facilities,Personal Training,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1130015,267820,0,Anytime Fitness - Trussville - Club 1043,Fitness Club,322 Main St,,Trussville,AL,35173,4.66,2056556644,,TrussvilleAL@anytimefitness.com,https://www.anytimefitness.com/gyms/2699/trussville-al-35173/,"Cardiovascular Equipment,Locker Facilities,Personal Training,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1105123,237247,0,Anytime Fitness - Birmingham - Club 2301,Fitness Club,4510 Overton Rd,,Birmingham,AL,35210,3.60,2059572525,,BirminghamAL2@anytimefitness.com,www.anytimefitness.com/gyms/1549/Birmingham-AL-35210,"Cardiovascular Equipment,Locker Facilities,Personal Training,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1141548,284306,0,Iron Beach Gym,Fitness Club,1729 Crestwood Blvd,,Irondale,AL,35210,3.69,2053545878,2057774979 ,ironbeach@hotmail.com,,"Cardiovascular Equipment,Personal Training,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,18 (or 13 with guardian),True
1262283,397342,0,Fitness Xpress,Fitness Club,701 Doug Baker Blvd,Ste 103,Birmingham,AL,35242,1.26,2059955505,2058749052 ,fitlifeinvestor2016@gmail.com,http://www.fitnessxpress280.com/,"Cardiovascular Equipment,Locker Facilities,Massage Therapy,Personal Training,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,16 (or 14 with guardian),True
1144085,364429,0,Life Time - Platinum,Fitness Club,3051 Healthy Way,,Vestavia,AL,35243,3.08,2055473100,,,https://www.lifetime.life/life-time-locations/al-vestavia-hills.html,"Basketball,Cafe,Cardiovascular Equipment,Childcare,Cycling Classes,Locker Facilities,Personal Training,Pilates,Pool,Spa Services,Strength Training Equipment,Yoga",,Coed,True,False,NoFeeRequired,False,True,,False,12 (or 12 with guardian),True
1120455,420940,0,Anytime Fitness - Hoover - Club 2793,Fitness Club,5529 Grove Blvd,,Hoover,AL,35226,1.48,2058487350,,HooverAL@anytimefitness.com,https://www.anytimefitness.com/gyms/4444/hoover-al-35226/,"Cardiovascular Equipment,Locker Facilities,Personal Training,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1212970,359808,0,Shapen up Fitness Center,Fitness Club,501 1st Ave E,,Oneonta,AL,35121,0.22,2056253385,,gotchuck@att.net,,"Cardiovascular Equipment,Personal Training,Pilates,Running/Walking Track,Sauna,Strength Training Equipment,Tanning,Yoga",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1064413,178086,0,The Gym,Fitness Club,27550 State Highway 75,Ste 102,Oneonta,AL,35121,1.88,2056255060,           ,thegym35121@gmail.com,,"Aquatics,Basketball,Cardiovascular Equipment,Childcare,Cycling Classes,Kickboxing,Locker Facilities,Massage Therapy,Personal Training,Pilates,Pool,Racquetball,Running/Walking Track,Sauna,Strength Training Equipment,Tanning,Whirlpool,Yoga",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1168676,317903,0,Snap Fitness - Talladega - Club 1664,Fitness Club,215 Battle St E,,Talladega,AL,35160,1.19,2564740363,,talladega@snapfitness.com,www.snapfitness.com,"Cardiovascular Equipment,Personal Training,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,16 (or 14 with guardian),True
1168292,331459,0,YMCA of Tuscaloosa,"Fitness Club
At least 1 Silver&Fit Exercise Class/Week",2300 13th St,,Tuscaloosa,AL,35401,4.02,2053459622,2053452108 ,eburns@ymcatusc.org,www.ymcatuscaloosa.org,"Basketball,Cardiovascular Equipment,Childcare,Cycling Classes,Locker Facilities,Personal Training,Pilates,Pool,Steam Room,Strength Training Equipment,Tai Chi,Yoga,Zumba",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1107693,340374,0,Snap Fitness - 918,Fitness Club,7402 Highway 69 S,Ste E,Tuscaloosa,AL,35405,1.08,2053314772,,taylorvilleal@snapfitness.com,www.snapfitness.com,"Cardiovascular Equipment,Personal Training,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,16 (or 14 with guardian),True
1116817,341560,0,Fitness Factory,"Fitness Club
At least 1 Silver&Fit Exercise Class/Week",118 Hollis Crump Dr,,Jasper,AL,35501,4.87,2052213688,,blawson205@aol.com,,"Aquatics,Cardiovascular Equipment,Childcare,Locker Facilities,Pool,Sauna,Steam Room,Strength Training Equipment,Tanning,Whirlpool,Zumba",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1193835,342635,0,Resurrected Warrior Fitness & Tanning,Fitness Club,13474 Highway 11 S,Ste 400,Fosters,AL,35463,2.08,2054096300,,cr-fitness@hotmail.com,https://www.resurrectedwarriorfitness.com/,"Cardiovascular Equipment,Personal Training,Strength Training Equipment,Tanning",,Coed,True,False,NoFeeRequired,False,False,,False,15 (or 5 with guardian),True
1149668,296300,0,Anytime Fitness - Hamilton - Club 3374,Fitness Club,1500 Military St S,,Hamilton,AL,35570,2.41,2059212000,,HamiltonAL@anytimefitness.com,www.anytimefitness.com/gyms/3242/Hamilton-AL-35570,"Cardiovascular Equipment,Locker Facilities,Personal Training,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1187292,336253,0,American Health & Fitness - Haleyville,Fitness Club,800 Highway 13,Ste A,Haleyville,AL,35565,0.55,2054851188,,ahfhaleyville@hotmail.com,,"Cardiovascular Equipment,Strength Training Equipment,Tanning",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1172705,321966,0,Decatur Morgan Hospital Danville Road Campus,Fitness Club,2349 Danville Rd SW,Ste 110,Decatur,AL,35603,1.52,2569734900,2569734901 ,bridget.liles@dmhnet.org,http://decaturmorganhospital.net/services/rehab.php,"Aquatics,Cardiovascular Equipment,Locker Facilities,Pool,Strength Training Equipment,Tai Chi,Yoga,Zumba",,Coed,True,False,NoFeeRequired,False,False,,False,16 (or 12 with guardian),True
1167258,316753,0,Red X Fitness - Knight Street,Fitness Club,1111 Knight St SE,,Decatur,AL,35601,1.97,2563539997,,amanda@redxfit.com,http://redxfit.com/decatur/,"Childcare,Cycling Classes,Locker Facilities,Personal Training,Pilates,Sauna,Strength Training Equipment,Tanning,Yoga",,Coed,True,False,NoFeeRequired,False,False,,False,13 (or 13 with guardian),True
1230398,321963,0,Decatur Athletic Club,Fitness Club,219 2nd Ave SE,Ste F,Decatur,AL,35601,3.77,2562801058,2563557707 ,mclemore.swolemates@gmail.com,,"Cafe,Cardiovascular Equipment,Childcare,Cycling Classes,Kickboxing,Locker Facilities,Massage Therapy,Personal Training,Pilates,Sauna,Steam Room,Strength Training Equipment,Tanning,Yoga",,Coed,True,False,NoFeeRequired,False,False,,False,16 (or 13 with guardian),True
1189453,322379,0,East Limestone Wellness Center,Fitness Club,27669 Capshaw Rd,,Harvest,AL,35749,3.46,2562161990,,,http://www.athenslimestonehospital.com/getpage.php?name=east,"Cardiovascular Equipment,Locker Facilities,Personal Training,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1105275,237399,0,Anytime Fitness - Florence - Club 1103,Fitness Club,1601 Darby Dr,,Florence,AL,35630,1.69,2567640100,,FlorenceAL@anytimefitness.com,www.anytimefitness.com/gyms/728/Florence-AL-35630,"Cardiovascular Equipment,Locker Facilities,Personal Training,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1258600,393164,0,Workout Anytime - Florence,Fitness Club,992 Cox Creek Pkwy,,Florence,AL,35633,2.74,2563699628,,florence@workoutanytime.com,https://workoutanytime.com/florence/,"Cardiovascular Equipment,Locker Facilities,Strength Training Equipment,Tanning",,Coed,True,False,NoFeeRequired,False,False,,False,16 (or 12 with guardian),True
1284206,419072,0,Gator Fitness,Fitness Club,1601 E 2nd St,,Sheffield,AL,35660,2.82,2563207421,2567165377 ,info@gator-fitness.com,https://www.gator.fitness/,"Aquatics,Basketball,Cafe,Cardiovascular Equipment,Childcare,Climbing Wall,Cycling Classes,Dance,HydroMassage,Kickboxing,Locker Facilities,Massage Therapy,Personal Training,Pickleball,Pilates,Pool,Racquetball,Running/Walking Track,Sauna,Spa Services,Steam Room,Strength Training Equipment,Tai Chi,Tanning,Whirlpool,Yoga,Zumba",,Coed,True,False,NoFeeRequired,False,False,,False,18 (or 14 with guardian),True
1105486,237610,0,Anytime Fitness - Muscle Shoals - Club 2566,Fitness Club,1504 Woodward Ave,,Muscle Shoals,AL,35661,3.73,2563893849,,MuscleShoalsAL@anytimefitness.com,www.anytimefitness.com/gyms/731/Muscle-Shoals-AL-35661,"Cardiovascular Equipment,Locker Facilities,Personal Training,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1190311,339075,0,Doc's Gym,Fitness Club,9993 Highway 64,,Lexington,AL,35648,0.00,2562296688,,docsgymx2@gmail.com,,"Cardiovascular Equipment,Strength Training Equipment,Tanning",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1197073,346170,0,Northwest Wellness Center,Fitness Club,199 Carraway Dr,,Winfield,AL,35594,0.00,2054877600,2054877989 ,brett.wakefield@curaehealth.org,http://www.northwestmedcenter.com/services/wellness_center.aspx,"Cardiovascular Equipment,Locker Facilities,Personal Training,Pool,Running/Walking Track,Strength Training Equipment,Whirlpool,Yoga",,Coed,True,False,NoFeeRequired,False,False,,False,16 (or 13 with guardian),True
1189160,337899,0,Anytime Fitness - Winfield - Club 4969,Fitness Club,2365 US-43,,Winfield,AL,35594,1.46,2054872529,,,www.anytimefitness.com/gyms/3701/Winfield-AL-35594,"Cardiovascular Equipment,Locker Facilities,Personal Training,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1227241,367093,0,Family Fitness of Killen,Fitness Club,1103 Highway 72,,Killen,AL,35645,3.74,2567579300,,familyfitnessofkillen@yahoo.com,www.familyfitnessofkillen.com,"Cardiovascular Equipment,Strength Training Equipment,Tanning,Yoga,Zumba",,Coed,True,False,NoFeeRequired,False,False,,False,16 (or 12 with guardian),True
1066136,262132,0,Curves - 12091,Gender-Specific Fitness Center,13760 Hwy 43,Ste 5,Russellville,AL,35653,2.34,2563314143,,,www.curves.com,"Cardiovascular Equipment,Strength Training Equipment",,Female Only,True,False,NoFeeRequired,False,False,,False,13 (or 13 with guardian),True
1176195,335671,0,Huntsville Hospital Wellness Center - Madison,Fitness Club,8391 Highway 72 W,,Madison,AL,35758,2.76,2562655900,2562655905 ,zoe.whitt@hhsys.org,http://www.huntsvillehospital.org/wellness/wellness-centers,"Cardiovascular Equipment,Childcare,Cycling Classes,Locker Facilities,Massage Therapy,Personal Training,Pilates,Pool,Sauna,Steam Room,Strength Training Equipment,Whirlpool,Yoga",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
